firstname	commonname	playerjerseyname	surname	playerid
Jordan	Jordan	Jordan	Silva	278443
Guilherme	Guilherme Martineli	G. Martineli	Martineli	278444
Guilherme	Ferreira	Ferreira	Ferreira	278445
Paulo Henrique	Paulo Henrique	Paulo Henrique	Athanazio	278446
Matheus	Matheus Anjos	Matheus Anjos	Anjos	278448
Gustavo	Gustavo	Gustavo	Santos Assunção	278449
Rafael	Rafael Silva	Rafael Silva	Aparecido Silva	278450
Danrley	Danrley	Danrley	Feitosa	278451
Marcelo	Marcelo	Marcelo	de Bem Dal Soler	278452
Maicon Vinicios	Maicon Vinicios	Maicon Vinicios	Campagnolo	278453
Luís Felipe 	Luís Felipe 	Luís Felipe 	Gava Bento	278454
Paulo Ricardo	Paulinho	Paulinho	Ferreira de Sousa	278455
Cristiano	Vidal	Vidal	Vidal	278457
Ícaro	Ícaro	Ícaro	Cosmo da Rocha	278458
Tárik Michel	Tárik	Tárik	Kedes Boschetti	278459
João	João Ananias	João Ananias	Ananias	278460
Gabriel	Gabriel Poveda	Gabriel Poveda	Poveda	278462
Matheus	Matheus Batista	Batista	Batista	278463
Fabrício	Fabrício	Fabrício	do Rosário dos Santos	278464
Alexandre	Alexandre Joabe	Alexandre Joabe	Chagas	278465
Bruno	Bruno Lima	Bruno Lima	Lima	278466
Pablo Diogo	Pablo Diogo	Pablo Diogo	Lima	278468
Victor Ramon	Victor Ramon	Victor Ramon	Neto	278469
Eliel	Eliel	Eliel	Silva	278470
Wermeson	Wermeson	Wermeson	Silva	278472
Breno	Breno	Breno	de Almeida Mello Santana	278473
Marlon	Marlon	Marlon	Silva	278474
Juan Carlos	Juan Carlos	Juan Carlos	Alves	278475
Thiago	Thiago Ribeiro	Thiago Ribeiro	Ribeiro	278476
Matheus	Matheus Donelli	Matheus Donelli	Donelli	278477
Gabriel	Biel	Biel	Silva	278478
Erivan	Erivan	Erivan	Santos	278479
André	André Vinícius	André Vinícius	Oliveira	278480
João Victor	Caetano	Caetano	Caetano	278481
Pablo	Pablo	Pablo	da Silva Inácio	278482
Felipe	Felipe Ferreira	Felipe Ferreira	Ferreira	278483
Rafael	Rafinha	Rafinha	Massola	278484
Fabricio	Fabricio Oya	Fabricio Oya	Oya	278485
Lucas	De Paula	De Paula	De Paula	278486
Neilton	Neilton	Neilton	Mestzk	278487
Wagner	Wagner	Wagner	Ferreira dos Santos	278488
Joazi	Joazi	Joazi	Silva	278490
Victor	Victor Ramos	Victor Ramos	Ramos	278491
Marcelo	Marcelo Alves	Marcelo Alves	Alves	278492
Marlon	Marlon	Marlon	Nascimento	278493
Daniel	Daniel Penha	Daniel Penha	Penha	278494
Diego	Diego Tavares	Diego Tavares	Tavares	278496
André Luiz	André Luiz	André Luiz	Guimarães Siqueira Junior	278497
Igor	Ygor Catatau	Ygor Catatau	de Oliveira Ferreira	278498
Luan	Luan Dias	Luan Dias	Dias	278499
Jandir Breno	Jajá	Jajá	Souza Silva	278500
Jadson	Jadson	Jadson	Santos	278501
Francisco	Wandson	Wandson	Araujo	278502
Lailson	Lailson	Lailson	Gonçalves Tavares	278503
Breno	Breno	Breno	Silva Gonçalves Dias	278505
Luíz Henrique	Luíz Henrique	Luíz Henrique	Rosa da Silva	278506
Bruno	Bruno Silva	Bruno Silva	da Silva Costa	278507
Matheus Mendes	Matheus Mendes	Matheus Mendes	Werneck de Oliveira	278508
Ronaldo	Ronaldo Silva	Ronaldo Silva	Silva	278509
Rafael Luíz	Rafael Luíz	Rafael Luíz	da Costa	278510
Riquelmo	Riquelmo	Riquelmo	Alves Lima	278511
Airton	Airton	Airton	Santos Sousa	278512
João Vítor	Xavier	Xavier	Xavier de Almeida	278513
Ruan	Ruan Oliveira	Ruan Oliveira	Oliveira Ferreira	278514
Gabriel	Gabriel Pereira	Gabriel Pereira	Pereira dos Santos	278515
Roni	Roni	Roni	Moura	278516
Lázaro	Lázaro	Lázaro	Marques	278517
Hugo	Hugo Souza	Hugo Souza	Souza	278518
André Luíz	André Luíz	André Luíz	Inacio da Silva	278519
Sávio	Savinho	Savinho	Oliveira	278520
Pedro Lucas	Pedro Lucas	Pedro Lucas	Obermüller	278521
Pedro	Pedro Naressi	Pedro Naressi	Naressi	278522
Matheus	Matheus Pereira	Matheus Pereira	Pereira	278523
Cláudio	Claudinho	Claudinho	Porfirio	278524
Matheus	Matheus Nascimento	M. Nascimento	Nascimento	278525
Derick	Derick	Derick	da Silva	278528
Laércio	Laércio	Laércio	Solda	278531
Erick	Erick Flores	Erick Flores	Flores Bonfim	278532
Paulo Sérgio	Paulo Sérgio	Paulo Sérgio	de Souza	278533
Guilherme	Gui Azevedo	Gui Azevedo	Azevedo	278534
Lucas	Lucas Araújo	Lucas Araújo	Araújo de Oliveira	278535
Luíz Felipe	Luíz Erthal	Luíz Erthal	Erthal	278536
Wesley	Wesley	Wesley	Ribeiro Silva	278537
Danilo	Danilo	Danilo	Santos de Oliveira	278538
Gabriel	Gabriel Noga	Gabriel Noga	Rodrigues Noga	278539
Natan	Natan	Natan	Bernardo de Souza	278540
Caio	Caio Vidal	Caio Vidal	Vidal	278541
Renan	Renan	Renan	Victor da Silva	278542
Cayo Henrique	Cayo Tenorio	Cayo Tenorio	Ferreira	278544
Matheus	Matheuzinho	Matheuzinho	França Silva	278545
Luciano	Luciano Naninho	Luciano Naninho	Francisco Paulino	278547
Marcos Leonardo	Marcos Leonardo	M. Leonardo	Almeida	278548
Lucas	Lucas Braga	L. Braga	Braga Ribeiro	278549
Francisco Anderson	Anderson Ceará	Anderson Ceará	Jesus dos Santos	278550
Patrick	Patrick Brey	Patrick Brey	Brey	278551
Douglas	Douglas	Douglas	dos Santos Moreira	278552
Admilton	Admilton	Admilton	do Nascimento	278553
Danilo	Fidelis	Fidelis	Fidelis	278554
Wesley	Pipico	Pipico	Silva	278555
Eduardo	Dudu Mondai	Dudu Mondai	Mondai	278556
José Claudio	Claudinho	Claudinho	Agostinho Silva Junior	278557
Fernando	Fernando	Fernando	Fonseca Ferreira	278558
Ian Carlo	Ian	Ian	Souza Daniel	278559
Rafael	Verrone	Verrone	de Oliveira	278560
Jonathan Aparecido	Jonathan Costa	Jonathan Costa	de Oliveira da Costa	278561
Lucas	Lucas Silva	Lucas Silva	Felipe da Silva	278563
Gustavo Henrique	Gustavo Henrique	Gustavo Henrique	Gomes de Souza	278564
Jeferson Luíz	Caxito	Caxito	da Silva Caetano	278565
Leonardo	Léo Medeiros	Léo Medeiros	Medeiros Guimaraes Rosa	278566
Rafael	Rafael Copetti	Rafael Copetti	Fernandes	278567
Raul Jonas	Raul	Raul	Steffens	278568
Iranílson	Iranílson	Iranílson	José da Cruz	278569
Fernando	Fernando	Fernando	Fonseca Ferreira	278570
Leandro Souza	Leandro Souza	Leandro Souza	Souza	278578
Ederson	Robinho	Robinho	Baptista de Souza	278579
David Rafael	David Lazari	David Lazari	Lazari Zana	278580
Djalma	Djalma	Djalma	Silva	278581
Henrique	Henrique	Henrique	de Oliveira	278582
Naylhor	Naylhor	Naylhor	Junior	278583
Lucas Augusto	Lucas Augusto	Lucas Augusto	Ribeiro Silva	278584
Andrew	Andrew	Andrew	Drummond	278585
Claudio	Claudinho	Claudinho	Silva Junior	278586
Fabiano	Fabiano	Fabiano	da Silva Souza	278587
Eduardo	Índio	Índio	Cruz	278589
Juan	Juan	Juan	Santos	278590
Felipe	Felipe	Felipe	de Oliveira	278591
Felipe	Felipe Pará	Felipe Pará	de Oliveira	278592
Misael	Misael	Misael	de Oliveira	278593
Gustavo Gomes	Gustavo Gomes	Gustavo Gomes	de Abreu	278594
Edson Lucas	Edson Lucas	Edson Lucas	Pereira	278595
Jesus	Bruno	Bruno	De Paula	278596
Tiago	Tiago Pará	Tiago Pará	de Oliveira	278597
Thallyson Gabriel	Thallyson	Thallyson	Lobo Seabra	278598
Rodrigo	Rodriguinho	Rodriguinho	Porto	278599
Anderson	Anderson Paulista	Anderson Paulista	de Oliveira	278600
Denilson	Denilson	Denilson	de Oliveira	278601
Juliano	Juliano	Juliano	Aparecido	278602
Paulo	Paulinho	Paulinho	Beraldo Santos	278603
Amaral	Amaral	Amaral	Alves	278604
Vanderson Bruno	Bruno Maia	Bruno Maia	Maia da Silva	278605
Erivelton	Erivelton	Erivelton	de Lima	278606
Mayron	Mayron	Mayron	Rocha	278607
Gabriel	Gabriel Xavier	Gabriel Xavier	Xavier	278608
João Victor	Vitinho	Vitinho	de Sousa Maciel	278609
Francisco	Maxwell	Maxwell	de Oliveira	278610
Bruno	Bruninho	Bruninho	Ferreira	278611
Gercimar	Gercimar	Gercimar	de Oliveira	278612
Diego Bispo	Diego Bispo	Diego Bispo	de Oliveira	278613
Olívio	Olívio	Olívio	Aparecido Costa	278614
Carlos Magno	Carlos Magno	Carlos Magno	dos Santos Barboza	278615
Nildo	Nildo Júnior	Nildo Júnior	de Oliveira	278616
Wadson	Wadson	Wadson	Medeiros	278617
Bruno	Bruno Menezes	Bruno Menezes	Menezes de Jesus	278618
Márcio	Abraão	Abraão	de Oliveira	278619
Nininho	Nininho	Nininho	Bartolomeu	278620
Jorge	Jorge	Jorge	de Oliveira	278621
Mateus	Juninho	Juninho	de Oliveira	278622
Pachu	Pachu	Pachu	Henrique	278623
Renê	Renê Cruz	Renê Cruz	Cruz	278624
Stephanno	Stephanno	Stephanno	Yacommo da Silva Leal	278625
Índio	Índio	Índio	Tocantins	278626
Rayllan	Rayllan	Rayllan	Campos	278627
Renato	Renato	Renato	de Oliveira	278628
Ronan	Ronan	Ronan	Nunes Freitas da Cruz	278629
Carlos	Carlinhos	Carlinhos	de Oliveira	278630
Wallef	Wallef	Wallef	de Oliveira	285323
Cleberson	Tiarinha	Tiarinha	da Silva Toriani	292248
Gleison Wilson	Gleison	Gleison	da Silva Moreira	292274
Gualberto Luíz	Gualberto	Gualberto	da Silva Junior	292277
José	Galeano	Galeano	da Silva Ferreira	292278
Gabriel	Gabriel Morbeck	Gabriel Morbeck	Argolo Morbeck	292279
Guilherme	Guilherme Rosa	Guilherme Rosa	Rosa do Nascimento	292280
Jerry	Jerry	Jerry	dos Santos	292281
Testinha	Testinha	Testinha	Silva	292283
Jardson	Sapé	Sapé	Coelho	292284
Carlos Roberto	Carlao	Carlao	Pereira Dantas	292288
Sanchez	Sanchez	Arthur	Costa	292289
Marcos	Marcão	Marcão	Costa	292291
Rafael	Rafael Pernao	Rafael	de Souza	292292
Patrick	Patrick Valverde	Patrick	Valverde	292293
Jhonnathan	Jonnathan	Jonnathan	Guimaraes	292294
Marcos	Marquinhos	Marquinhos	de Oliveira	292295
Wellington	Wellington Cézar	Wellington	Cézar	292296
Watson	Watson	Watson	dos Santos	292297
Neson	Junior	Junior	Junior	292301
Ryan	Ryan	Ryan	Santos de Oliveira	292304
Jhosef Pedro	Dedé	Dedé	Santos Barreto	292305
Isael William	Isael William	Isael William	Brandão	292306
Marcinho Beija-Flor	Marcinho Beija-Flor	Marcinho Beija-Flor	Oliveira	292307
Paulista	Paulista	Paulista	Fábio	292309
Giovani Rosa	Giovani Rosa	Giovani Rosa	Rodrigues	292310
Valdemar	Dida	Dida	Pereira Júnior	292312
Célio	Célio	Célio	Carlos	292313
Maicon	Maicon Esquerdinha	Maicon	Araujo dos Santos	292315
Rafael	Rafael Bahia	Rafael Bahia	da Rocha	292316
Mateus Norton	Mateus Norton	Mateus Norton	Gomes Chaves	292317
Erick	Erick Rodrigues	Erick	do Nascimento Rodrigues	292318
Waltencir da Silva	Junior Ramos	Junior Ramos	Ramos Junior	292319
Renato	Renato Matos	Renato Matos	Matos da Silva	292320
Léo	Léo Jaime	Léo Jaime	Jaime	292321
João Pedro	João Pedro	João Pedro	Oliveira	292322
Guilherme	Guilherme	Guilherme	de Matos	292323
Léo	Léo Jaime	Léo Jaime	Jaime	292324
Caique	Caique	Caique	Gonçalves	292325
Diego	Diego Sacomam	Sacomam	Sacomam	292326
Dênis	Dênis Neves	Dênis Neves	Neves	292327
Jefferson	Jefferson	Jefferson	Feijao	292328
Douglas	Douglas Dias	Douglas	Henrique	292329
Willian	Willian Magrao	Willian	Henrique	292331
Ruan	Ruan Pedra	Ruan Pedra	Pedra	292332
Rodrigo	Rodrigo Rodrigues	R. Rodrigues	Silva	292333
Keslley	Keslley	Keslley	Lopes	292334
Rodrigo	Rodrigo Rocha	Rodrigo Rocha	Souza Rocha	292335
Bruno	Praxedes	Praxedes	Praxedes	292336
Francisco	Jairo	Jairo	Santos	292337
Alan Mineiro	Alan Mineiro	Alan Mineiro	Cruz	292338
Yago 	Yago Pikachu	Yago Pikachu	Lisboa	292339
Bruno Alves	Bruno Alves	Bruno Alves	Souza	292340
Fábio Sanches	Fábio Sanches	Fábio Sanches	Sanches	292341
Vítor Caicó	Vítor Caicó	Vítor Caicó	de Oliveira	292342
Jociel	Ciel	Ciel	Ferreira da Silva	292343
Mário	Mário Larramendi	Mário Larramendi	Larramendi	292344
Ramon	Ramon Menezes	Ramon	Menezes	292345
Kayque	Kayque	Kayque	de Oliveira Cardoso	292346
Ricardo	Ricardo	Ricardo	de Oliveira	292347
Felipe	Felipim	Felipim	de Oliveira	292348
Wellington Gonzaga	Wellington Tim	Wellington Tim	de Assis Filho	292349
Antônio	Hayllan	Hayllan	de Oliveira	292350
Rafael Martins	Rafael Martins	Rafael Martins	dos Santos	292351
Felipe	Felipe Saturnino	F.Saturnino	Saturnino	292352
André Junior	André Martinez	André Martinez	Santana Martinez	292353
Anderson	Henal	Henal	Santana	292354
Gustavo Alves	Gustavo Alves	Gustavo Alves	Marcondes Pereira	292355
Marco Antônio	Marco Antônio	Marco Antônio	Alves Ribeiro	292356
Hussein	El Shahat	El Shahat	El Shahat	292357
Ali	Lotfi	Lotfi	Lotfi	292358
Aliou	Dieng	Dieng	Dieng	292359
Hossam	Hassan	Hassan	Hassan	292360
Mohamed	Hany	Hany	Hany	292361
Ahmed	Kouka	Kouka	Kouka	292362
Amir	El Solia	El Solia	El Solia	292363
Saleh	Nasr	Nasr	Nasr	292364
Ahmed Sayed	Gharib	Gharib	Gharib	292365
Mohamed	Fakhri	Fakhri	Fakhri	292366
Yasser	Ibrahim	Ibrahim	Ibrahim	292367
Ali	Maaloul	Maaloul	Maaloul	292368
Mahmoud	Metwaly	Metwaly	Metwaly	292369
Taher	Mohamed	Mohamed	Mohamed	292370
Oufa	Shobeir	Shobeir	Shobeir	292371
Luís	Miquissone	Miquissone	Miquissone	292372
Mahmoud	Wahid	Wahid	Wahid	292373
Amar	Hamdy	Hamdy	Hamdy	292374
Mohamed	Mahmoud	Mahmoud	Mahmoud	292375
Ziad	Tarek	Tarek	Tarek	292376
Karim	Fouad	Fouad	Fouad	292377
Hamdi	Fathi	Fathi	Fathi	292378
Percy	Percy Tau	Tau	Tau	292379
Salah	Mohsen	Mohsen	Mohsen	292380
Badr	Benoun	Benoun	Benoun	292381
Mohamed	Nosseir	Nosseir	Nosseir	292382
Mohamed	Afsha	Afsha	Magdy Morsy	292383
Akram	Tawfik	Tawfik	Tawfik	292384
Mohamed	Abdelmonem	Abdelmonem	Abdelmonem	292385
Walid	Soliman	Soliman	Soliman	292386
Rami Mohamed	Rabia	Rabia	Rabia	292387
Ahmed	Abdelkader	Abdelkader	Abdelkader	292388
Mohamed	Sherif	Sherif	Sherif	292389
Khvicha		Kvaratskhelia	Kvaratskshelia	292390
Zac Maxwell		Jones	Jones	292391
Dane		Schnell	Schnell	292392
Willem		Ebbinge	Ebbinge	292393
Dalton		Wilkins	Wilkins	292394
Callan		Elliot	Elliot	292395
Gonça		Baltz	Baltz	292396
Marcelo	Marcelinho	Marcelinho	Rodrigues Souza	292397
Anderson Jordan	Jordan	Jordan	Jordan	292398
Matheus		Gonçalves	Gonçalves	292425
Bruno		Peres	Peres	210282
Lucas		Esquivel	Esquivel	259787
Luiz		Araujo	Araújo	234128
Alan		Franco	Franco	237604
Gabriel	Gabriel	Gabriel	Appelt Pires	208141
Gabri		Gabri	Veiga	258729
Gabriel		G Moscardo	Moscardo	292452
Fábio	Fábio	Fabio	Pereira da Silva	189680
Felipe		Carballo	Carballo	241004
Franco		Cristaldo	Cristaldo	223097
Richard		Rios	Rios	262881
Luis		Suárez	Suárez	176580
Thiago		T. Borbas	Borbas	255786
Bruno	Bruninho	Bruninho	Gonçalves	292479
Henry	Mosquera	Mosquera	Mosquera	292559
Lucas		Lucas	Moura	200949
José	Rodriguez	Puma	Rodriguez	292586
Pablo	Vegetti	Vegetti	Vegetti	292613
Dimitri		Payet	Payet	177388
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
				0
